datetime,t_outdoor,hour,day_of_week,month,is_weekend,is_night,t_room_target,t_vorlauf_ideal,t_vorlauf_model1,t_vorlauf_model2,t_vorlauf_model3
2023-11-01 00:00:00,7.8,0,2,11,False,True,16.0,31.479999999999997,32.22507122951684,32.380899738706425,27.726926413720633
2023-11-01 00:15:00,7.65,0,2,11,False,True,16.0,31.689999999999998,31.482603548243222,28.510314985267684,38.271786623559095
2023-11-01 00:30:00,7.5,0,2,11,False,True,16.0,31.9,32.871532807151034,30.575239128794117,38.13070014321715
2023-11-01 00:45:00,7.35,0,2,11,False,True,16.0,32.11,34.39454478461204,30.237795404285503,24.08542129370703
2023-11-01 01:00:00,7.2,1,2,11,False,True,16.0,32.32,31.968769937914995,35.323256711250686,24.979281605100475
2023-11-01 01:15:00,7.175,1,2,11,False,True,16.0,32.355,32.003794564576225,30.90946506189845,23.779647710133155
2023-11-01 01:30:00,7.15,1,2,11,False,True,16.0,32.39,34.758819223261085,34.13366004570549,41.68391845756277
2023-11-01 01:45:00,7.125,1,2,11,False,True,16.0,32.425,33.57615209372936,39.46069736650195,32.86293988132901
2023-11-01 02:00:00,7.1,2,2,11,False,True,16.0,32.46,31.755788421097574,36.88001540581179,32.19838901787633
2023-11-01 02:15:00,7.1,2,2,11,False,True,16.0,32.46,33.27384006537895,30.92274800096328,35.23735818327325
2023-11-01 02:30:00,7.1,2,2,11,False,True,16.0,32.46,31.764873460781306,31.247467374539724,27.642981529252186
2023-11-01 02:45:00,7.1,2,2,11,False,True,16.0,32.46,31.761405369644617,34.053618808450366,31.558392672598895
2023-11-01 03:00:00,7.1,3,2,11,False,True,16.0,32.46,32.82294340734905,26.61968052545229,
2023-11-01 03:15:00,7.074999999999999,3,2,11,False,True,16.0,32.495000000000005,29.625079633013307,29.47770076746566,35.522229603469334
2023-11-01 03:30:00,7.05,3,2,11,False,True,16.0,32.53,29.94262325123045,34.2551879684331,27.77174723289008
2023-11-01 03:45:00,7.025,3,2,11,False,True,16.0,32.565,31.721568706138537,32.1299031134908,34.36928029889377
2023-11-01 04:00:00,7.0,4,2,11,False,True,16.0,32.6,31.080753319498367,39.3729770059012,37.903051280504386
2023-11-01 04:15:00,7.0,4,2,11,False,True,16.0,32.6,33.07137099889291,30.435450707554644,32.01423910793677
2023-11-01 04:30:00,7.0,4,2,11,False,True,16.0,32.6,31.237963886718184,28.9360635482473,36.728324252706564
2023-11-01 04:45:00,7.0,4,2,11,False,True,16.0,32.6,30.481544447997063,29.48633843968929,26.550932240928876
2023-11-01 05:00:00,7.0,5,2,11,False,True,16.0,32.6,34.79847315338233,32.64914188018995,
2023-11-01 05:15:00,7.025,5,2,11,False,True,16.0,32.565,32.226335549270196,44.002096098419756,33.66435910515689
2023-11-01 05:30:00,7.05,5,2,11,False,True,16.0,32.53,32.631292307031885,40.33625877091178,31.465404349378623
2023-11-01 05:45:00,7.074999999999999,5,2,11,False,True,16.0,32.495000000000005,30.35787772067982,31.09809498516067,25.437504282974057
2023-11-01 06:00:00,7.1,6,2,11,False,False,20.0,38.06,37.24342591321223,38.250555971776,35.64509492228861
2023-11-01 06:15:00,6.925,6,2,11,False,False,20.0,38.30499999999999,38.471383884564794,41.399636353182906,44.313810411911014
2023-11-01 06:30:00,6.75,6,2,11,False,False,20.0,38.55,36.82350963386654,38.17206803529973,35.02098483749074
2023-11-01 06:45:00,6.575,6,2,11,False,False,20.0,38.795,39.35854702751851,40.73962444488137,38.920906773592776
2023-11-01 07:00:00,6.4,7,2,11,False,False,20.0,39.04,38.13904196512179,40.42217322582562,37.08435922598135
2023-11-01 07:15:00,6.4750000000000005,7,2,11,False,False,20.0,38.934999999999995,38.49745937531008,41.86521757926554,
2023-11-01 07:30:00,6.550000000000001,7,2,11,False,False,20.0,38.83,37.9274400816559,33.902426403611976,40.576454659724305
2023-11-01 07:45:00,6.625,7,2,11,False,False,20.0,38.724999999999994,41.5034172767634,41.55247294772215,41.68094191062753
2023-11-01 08:00:00,6.7,8,2,11,False,False,20.0,38.620000000000005,38.599754162893106,38.13600724375647,41.222049348451804
2023-11-01 08:15:00,7.2,8,2,11,False,False,20.0,37.92,36.33343360656615,38.57512504866899,22.046111945594646
2023-11-01 08:30:00,7.699999999999999,8,2,11,False,False,20.0,37.22,38.45381736815478,35.866696525703105,39.35101753597787
2023-11-01 08:45:00,8.2,8,2,11,False,False,20.0,36.519999999999996,34.688734525043465,42.32667055427197,37.49820012909921
2023-11-01 09:00:00,8.7,9,2,11,False,False,20.0,35.82,36.13329539250714,28.65525804117617,33.24943910890845
2023-11-01 09:15:00,9.225,9,2,11,False,False,20.0,35.085,32.14549481418034,39.982609452071614,19.716555923701176
2023-11-01 09:30:00,9.75,9,2,11,False,False,20.0,34.35,32.357720926652355,31.97347507579233,32.37420464828723
2023-11-01 09:45:00,10.275,9,2,11,False,False,20.0,33.614999999999995,33.91029185380368,38.966447971085856,29.638004080189603
2023-11-01 10:00:00,10.8,10,2,11,False,False,20.0,32.879999999999995,33.98769986999311,37.154255871387136,29.363992441684754
2023-11-01 10:15:00,11.15,10,2,11,False,False,20.0,32.39,32.647052421784956,35.94245980873944,38.70303661480838
2023-11-01 10:30:00,11.5,10,2,11,False,False,20.0,31.9,31.726527576417638,34.798454938223955,35.65404128993561
2023-11-01 10:45:00,11.85,10,2,11,False,False,20.0,31.41,30.958344456616068,39.34202447873567,22.09023427773174
2023-11-01 11:00:00,12.2,11,2,11,False,False,20.0,30.92,28.702217014448863,28.837655154533,33.01255492193693
2023-11-01 11:15:00,12.375,11,2,11,False,False,20.0,30.674999999999997,29.595233687407934,28.640556618650542,29.498330814197974
2023-11-01 11:30:00,12.55,11,2,11,False,False,20.0,30.43,29.73904184356032,28.134370488356467,32.59053587094074
2023-11-01 11:45:00,12.725,11,2,11,False,False,20.0,30.185000000000002,31.770683339328375,45.42302098674906,34.536459651955646
2023-11-01 12:00:00,12.9,12,2,11,False,False,20.0,29.939999999999998,30.45542743435269,25.392935295122008,39.98311093454966
2023-11-01 12:15:00,12.975,12,2,11,False,False,20.0,29.835,27.1904397669559,33.374084035237665,36.693854538745555
2023-11-01 12:30:00,13.05,12,2,11,False,False,20.0,29.729999999999997,30.21612595409219,28.72045936031664,35.022989433176775
2023-11-01 12:45:00,13.125,12,2,11,False,False,20.0,29.625,29.047376579375523,25.888004271256428,36.85168782079896
2023-11-01 13:00:00,13.2,13,2,11,False,False,20.0,29.52,28.50461699954106,25.748396858552727,29.76411645220132
2023-11-01 13:15:00,13.5,13,2,11,False,False,20.0,29.1,30.017514433261304,26.311291829432058,29.551647601452668
2023-11-01 13:30:00,13.8,13,2,11,False,False,20.0,28.68,30.226499283743927,23.478850963488647,26.278715936195514
2023-11-01 13:45:00,14.1,13,2,11,False,False,20.0,28.259999999999998,29.656920178674294,30.059450679857445,49.76331367797577
2023-11-01 14:00:00,14.4,14,2,11,False,False,20.0,27.84,26.58117371516604,30.821268025550744,33.40489914111139
2023-11-01 14:15:00,14.275,14,2,11,False,False,20.0,28.015,27.551181436223178,31.370357030457004,
2023-11-01 14:30:00,14.15,14,2,11,False,False,20.0,28.189999999999998,28.686895147105343,25.997305828055556,28.185962008002726
2023-11-01 14:45:00,14.025,14,2,11,False,False,20.0,28.365,29.828317690683537,29.442758545064372,25.172348832127735
2023-11-01 15:00:00,13.9,15,2,11,False,False,20.0,28.54,27.821238643232064,28.558219897274434,36.51341682802104
2023-11-01 15:15:00,13.725,15,2,11,False,False,20.0,28.785,28.506511535004275,31.205361676748836,28.878064934242254
2023-11-01 15:30:00,13.55,15,2,11,False,False,20.0,29.029999999999998,27.370497538990954,30.58701755677059,31.837043350088308
2023-11-01 15:45:00,13.375,15,2,11,False,False,20.0,29.275,27.480690063878992,29.590978363718655,28.282615891581585
2023-11-01 16:00:00,13.2,16,2,11,False,False,20.0,29.52,30.738788733591296,23.015799852309613,31.83603776024597
2023-11-01 16:15:00,13.174999999999999,16,2,11,False,False,20.0,29.555,31.589360042856235,28.97196984628409,20.459530094175292
2023-11-01 16:30:00,13.149999999999999,16,2,11,False,False,20.0,29.590000000000003,29.481984817629503,29.978067680481093,30.254624096053657
2023-11-01 16:45:00,13.125,16,2,11,False,False,20.0,29.625,31.130299346838036,27.193295745961525,26.539601809764736
2023-11-01 17:00:00,13.1,17,2,11,False,False,20.0,29.66,30.202454037571453,28.717885519213567,36.200897520569804
2023-11-01 17:15:00,12.825,17,2,11,False,False,20.0,30.045,29.077320368092316,25.497711974962268,33.924188562799834
2023-11-01 17:30:00,12.55,17,2,11,False,False,20.0,30.43,30.97209340826262,29.30613093514094,29.02914801408614
2023-11-01 17:45:00,12.275,17,2,11,False,False,20.0,30.814999999999998,33.122054849698955,32.585540597561625,27.195311435486236
2023-11-01 18:00:00,12.0,18,2,11,False,False,20.0,31.2,31.146260941335072,38.511708499213874,26.483449806972743
2023-11-01 18:15:00,11.775,18,2,11,False,False,20.0,31.515,33.86196548372101,27.970517608199028,34.32343121525147
2023-11-01 18:30:00,11.55,18,2,11,False,False,20.0,31.83,27.90038234386538,31.74609075405622,28.36603679321312
2023-11-01 18:45:00,11.325,18,2,11,False,False,20.0,32.144999999999996,33.37785375656283,28.779858324865103,40.65379789138292
2023-11-01 19:00:00,11.1,19,2,11,False,False,20.0,32.46,32.59057060235726,32.13601833861693,27.201386974654927
2023-11-01 19:15:00,11.1,19,2,11,False,False,20.0,32.46,32.0114889743012,31.67693771603382,27.201386974654927
2023-11-01 19:30:00,11.1,19,2,11,False,False,20.0,32.46,32.59764116480326,35.37512256734766,27.405501448829284
2023-11-01 19:45:00,11.1,19,2,11,False,False,20.0,32.46,29.478646628098662,35.869418524366424,
2023-11-01 20:00:00,11.1,20,2,11,False,False,20.0,32.46,32.130492168243734,33.02986355194335,34.412766666693194
2023-11-01 20:15:00,11.1,20,2,11,False,False,20.0,32.46,32.99566885726762,32.059277929634824,28.4077789951526
2023-11-01 20:30:00,11.1,20,2,11,False,False,20.0,32.46,34.67684106711228,36.61263951415826,38.24835966529656
2023-11-01 20:45:00,11.1,20,2,11,False,False,20.0,32.46,31.68259467258953,33.089270778021124,32.61881558344473
2023-11-01 21:00:00,11.1,21,2,11,False,False,20.0,32.46,31.247259595660218,37.7675456617172,22.975358449590274
2023-11-01 21:15:00,10.975,21,2,11,False,False,20.0,32.635,31.88236443462319,26.915887931301583,28.310245231957772
2023-11-01 21:30:00,10.85,21,2,11,False,False,20.0,32.81,34.18310317655311,39.04689815348518,32.524012518445986
2023-11-01 21:45:00,10.725,21,2,11,False,False,20.0,32.985,33.47812666448952,30.822953046894842,39.140089269885685
2023-11-01 22:00:00,10.6,22,2,11,False,True,16.0,27.56,26.765359694349442,23.75760247499435,24.892242509406987
2023-11-01 22:15:00,10.625,22,2,11,False,True,16.0,27.525,28.294901149670032,39.368363351983504,25.845128287833177
2023-11-01 22:30:00,10.649999999999999,22,2,11,False,True,16.0,27.490000000000002,27.635616324022063,23.417041530881104,19.71138096214692
2023-11-01 22:45:00,10.674999999999999,22,2,11,False,True,16.0,27.455000000000002,28.907967485799336,29.446288232514767,
2023-11-01 23:00:00,10.7,23,2,11,False,True,16.0,27.42,26.366920359183972,25.800746505608508,16.131786267794254
2023-11-01 23:15:00,10.625,23,2,11,False,True,16.0,27.525,27.033506780103345,28.530742866913844,28.630089178022534
2023-11-01 23:30:00,10.55,23,2,11,False,True,16.0,27.63,27.04183777030176,24.209314512065994,27.35414175410471
2023-11-01 23:45:00,10.475,23,2,11,False,True,16.0,27.735,25.53972757780182,26.95647309547423,29.140922488886762
2023-11-02 00:00:00,10.4,0,3,11,False,True,16.0,27.84,28.284180415596865,28.179261187580686,30.833228404955335
2023-11-02 00:15:00,10.35,0,3,11,False,True,16.0,27.91,28.301582908269832,27.25065477891832,33.04587180909824
2023-11-02 00:30:00,10.3,0,3,11,False,True,16.0,27.979999999999997,27.987670184963687,33.5506075543053,28.014709856787547
2023-11-02 00:45:00,10.25,0,3,11,False,True,16.0,28.049999999999997,27.698119299937275,30.100337895461735,34.28345135163022
2023-11-02 01:00:00,10.2,1,3,11,False,True,16.0,28.12,25.99694388692438,28.832863872052645,35.86615188246917
2023-11-02 01:15:00,10.299999999999999,1,3,11,False,True,16.0,27.98,27.34903201585196,41.482177548604994,24.75311590541593
2023-11-02 01:30:00,10.399999999999999,1,3,11,False,True,16.0,27.840000000000003,27.32592822520985,29.16366309659663,32.23669080752532
2023-11-02 01:45:00,10.5,1,3,11,False,True,16.0,27.7,26.49658409616757,32.026491103100845,26.10809065130249
2023-11-02 02:00:00,10.6,2,3,11,False,True,16.0,27.56,27.318071432500986,25.145098687627396,31.196789533546255
2023-11-02 02:15:00,10.675,2,3,11,False,True,16.0,27.455,28.061076285221805,26.760758577258883,47.12709161610452
2023-11-02 02:30:00,10.75,2,3,11,False,True,16.0,27.35,30.179278851815795,16.759910444770902,25.09473852794939
2023-11-02 02:45:00,10.825,2,3,11,False,True,16.0,27.245,27.50686671924776,22.885308218058924,31.512651541481247
2023-11-02 03:00:00,10.9,3,3,11,False,True,16.0,27.14,27.52632558608415,19.845861849703375,14.461588702672964
2023-11-02 03:15:00,10.65,3,3,11,False,True,16.0,27.49,27.378331126350748,27.854425762024185,25.552582470458763
2023-11-02 03:30:00,10.4,3,3,11,False,True,16.0,27.84,24.96184317705144,27.314182770750342,
2023-11-02 03:45:00,10.15,3,3,11,False,True,16.0,28.189999999999998,28.150229186826174,27.819642239112504,44.771110623520634
2023-11-02 04:00:00,9.9,4,3,11,False,True,16.0,28.54,28.63034531491154,27.010660513584476,25.39092223011523
2023-11-02 04:15:00,9.775,4,3,11,False,True,16.0,28.714999999999996,32.409863168727924,32.28197710692831,18.816592486776806
2023-11-02 04:30:00,9.65,4,3,11,False,True,16.0,28.89,28.601458552828316,24.575188707841598,30.273423597056944
2023-11-02 04:45:00,9.525,4,3,11,False,True,16.0,29.064999999999998,29.517321013500418,28.805564115951945,22.882781466853476
2023-11-02 05:00:00,9.4,5,3,11,False,True,16.0,29.24,29.18793234544213,31.327362139630388,32.10667318978207
2023-11-02 05:15:00,9.2,5,3,11,False,True,16.0,29.52,27.766982943570703,28.892126032540556,31.112428593700898
2023-11-02 05:30:00,9.0,5,3,11,False,True,16.0,29.799999999999997,31.51423422177253,29.48221726278976,29.406401560144218
2023-11-02 05:45:00,8.8,5,3,11,False,True,16.0,30.08,31.20789954903016,27.192221298795246,37.4659658425841
2023-11-02 06:00:00,8.6,6,3,11,False,False,20.0,35.96,37.14654792056457,34.78760688616511,41.60064518102533
2023-11-02 06:15:00,8.55,6,3,11,False,False,20.0,36.03,34.66591881780789,38.54422782628336,30.606453403259614
2023-11-02 06:30:00,8.5,6,3,11,False,False,20.0,36.099999999999994,38.20419146640414,29.031882353624685,26.84436558672246
2023-11-02 06:45:00,8.45,6,3,11,False,False,20.0,36.17,34.06722340581158,35.61689832839101,42.83569155978239
2023-11-02 07:00:00,8.4,7,3,11,False,False,20.0,36.239999999999995,37.1202856407004,34.195247051747316,42.83569155978239
2023-11-02 07:15:00,8.5,7,3,11,False,False,20.0,36.099999999999994,39.38568343871496,35.853927257999366,32.18465775653341
2023-11-02 07:30:00,8.600000000000001,7,3,11,False,False,20.0,35.959999999999994,34.474195512303965,42.166134305091255,37.17771894877538
2023-11-02 07:45:00,8.700000000000001,7,3,11,False,False,20.0,35.81999999999999,34.97055340559584,34.25679747594413,30.769735789947553
2023-11-02 08:00:00,8.8,8,3,11,False,False,20.0,35.68,35.829477047631464,40.892811025132076,32.091709976292734
2023-11-02 08:15:00,9.125,8,3,11,False,False,20.0,35.225,34.4697865188257,39.07608052480457,49.72924091247932
2023-11-02 08:30:00,9.45,8,3,11,False,False,20.0,34.769999999999996,32.4440048534008,34.874637112839494,36.69968041800244
